"Frequency_Hz","Frequency_kHz","Label","Group","Mode","Bandwidth_Hz","Service","Country","Language","Target","Schedule_UTC","Days","Season","Station","Source_Dataset","Source_URL","Notes"
"9850000","9850","PBS Qinghai · 0600-0855Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","TB","CHN","0600-0855","","","PBS Qinghai","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5430; mode token: AM"
"9850000","9850","PBS Qinghai · 0855-1600Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","TB","CHN","0855-1600","","","PBS Qinghai","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5431; mode token: AM"
"9850000","9850","PBS Qinghai · 2250-0600Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","TB","CHN","2250-0600","","","PBS Qinghai","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5432; mode token: AM"
"9850000","9850","Radio Cairo · 2000-2115Z","EiBi A26 – BCAST","AM","9000","BCAST","EGY","F","WEu","2000-2115","","","Radio Cairo","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5433; mode token: AM"
"9850000","9850","Sound of Hope · 0000-0100Z","EiBi A26 – BCAST","AM","9000","BCAST","TWN","M","FE","0000-0100","","","Sound of Hope","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5439; mode token: AM"
"9850000","9850","Sound of Hope · 0100-0200Z","EiBi A26 – BCAST","AM","9000","BCAST","TWN","M","FE","0100-0200","","","Sound of Hope","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5440; mode token: AM"
"9850000","9850","Sound of Hope · 0200-1200Z","EiBi A26 – BCAST","AM","9000","BCAST","TWN","M","FE","0200-1200","","","Sound of Hope","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5441; mode token: AM"
"9850000","9850","Sound of Hope · 1200-1300Z","EiBi A26 – BCAST","AM","9000","BCAST","TWN","M","FE","1200-1300","","","Sound of Hope","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5442; mode token: AM"
"9850000","9850","Sound of Hope · 1300-1400Z","EiBi A26 – BCAST","AM","9000","BCAST","TWN","M","FE","1300-1400","","","Sound of Hope","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5443; mode token: AM"
"9850000","9850","Sound of Hope · 1400-1500Z","EiBi A26 – BCAST","AM","9000","BCAST","TWN","M","FE","1400-1500","","","Sound of Hope","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5444; mode token: AM"
"9850000","9850","Sound of Hope · 1500-1600Z","EiBi A26 – BCAST","AM","9000","BCAST","TWN","M","FE","1500-1600","","","Sound of Hope","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5445; mode token: AM"
"9850000","9850","Sound of Hope · 1600-1700Z","EiBi A26 – BCAST","AM","9000","BCAST","TWN","M","FE","1600-1700","","","Sound of Hope","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5446; mode token: AM"
"9850000","9850","Sound of Hope · 2100-2130Z","EiBi A26 – BCAST","AM","9000","BCAST","TWN","M","FE","2100-2130","","","Sound of Hope","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5447; mode token: AM"
"9850000","9850","Sound of Hope · 2130-2200Z","EiBi A26 – BCAST","AM","9000","BCAST","TWN","M","FE","2130-2200","","","Sound of Hope","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5448; mode token: AM"
"9850000","9850","Sound of Hope · 2200-2300Z","EiBi A26 – BCAST","AM","9000","BCAST","TWN","M","FE","2200-2300","","","Sound of Hope","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5449; mode token: AM"
"9850000","9850","Sound of Hope · 2300-2400Z","EiBi A26 – BCAST","AM","9000","BCAST","TWN","M","FE","2300-2400","","","Sound of Hope","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5450; mode token: AM"
"9850000","9850","Voice of Korea · 1000-1100Z","EiBi A26 – BCAST","AM","9000","BCAST","KRE","E","SEA","1000-1100","","","Voice of Korea","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5434; mode token: AM"
"9850000","9850","Voice of Korea · 1100-1200Z","EiBi A26 – BCAST","AM","9000","BCAST","KRE","F","SEA","1100-1200","","","Voice of Korea","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5435; mode token: AM"
"9850000","9850","Voice of Korea · 1300-1400Z","EiBi A26 – BCAST","AM","9000","BCAST","KRE","M","SEA","1300-1400","","","Voice of Korea","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5437; mode token: AM"
"9850000","9850","Voice of Korea KCBS · 1200-1250Z","EiBi A26 – BCAST","AM","9000","BCAST","KRE","K","SEA","1200-1250","","","Voice of Korea KCBS","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5436; mode token: AM"
"9850000","9850","Voice of Korea KCBS · 1400-1450Z","EiBi A26 – BCAST","AM","9000","BCAST","KRE","K","SEA","1400-1450","","","Voice of Korea KCBS","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5438; mode token: AM"
"9850000","9850","CNR XIN · 2250-1600Z","HFCC A26 – Broadcast","AM","9000","Broadcast","CHN","Bod","43N","2250-1600","1234567","290326-251026","CNR","HFCC A26 ALL 09-Jul-2026","https://github.com/sv1btl/PhantomSDR-Plus/blob/main/frequencylist/A26all00.TXT","Site XIN; 50 kW; azimuth 206; antenna 140; FMO RTC"
"9850000","9850","ERU ABS · 2000-2115Z","HFCC A26 – Broadcast","AM","9870","Broadcast","EGY","Fra","27,28W","2000-2115","1234567","290326-241026","ERU","HFCC A26 ALL 09-Jul-2026","https://github.com/sv1btl/PhantomSDR-Plus/blob/main/frequencylist/A26all00.TXT","Site ABS; 125 kW; azimuth 325; antenna 211; FMO ERU"
"9850000","9850","RRS KLG · 0800-1500Z · digital","HFCC A26 – Digital broadcast","AM","9000","Digital broadcast","RUS","Rus","27,28","0800-1500","1234567","290326-241026","RRS","HFCC A26 ALL 09-Jul-2026","https://github.com/sv1btl/PhantomSDR-Plus/blob/main/frequencylist/A26all00.TXT","Site KLG; 15 kW; azimuth 220; antenna 143; FMO GFC"
"9850000","9850","RRS MSK · 1500-1900Z · digital","HFCC A26 – Digital broadcast","AM","9000","Digital broadcast","RUS","Rus","28","1500-1900","1234567","290326-241026","RRS","HFCC A26 ALL 09-Jul-2026","https://github.com/sv1btl/PhantomSDR-Plus/blob/main/frequencylist/A26all00.TXT","Site MSK; 40 kW; azimuth 261; antenna 218; FMO GFC"
"9855000","9855","China Radio Int. · 1200-1400Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","M","SEA","1200-1400","","","China Radio Int.","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5451; mode token: AM"
"9855000","9855","CRI BEI · 1200-1400Z · digital","HFCC A26 – Digital broadcast","AM","5000","Digital broadcast","CHN","Chn","49,54W","1200-1400","1234567","290326-251026","CRI","HFCC A26 ALL 09-Jul-2026","https://github.com/sv1btl/PhantomSDR-Plus/blob/main/frequencylist/A26all00.TXT","Site BEI; 500 kW; azimuth 215; antenna 216; FMO RTC"
"9860000","9860","China National Radio 1 · 1100-1805Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","M","CHN","1100-1805","","","China National Radio 1","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5452; mode token: AM"
"9860000","9860","China National Radio 1 · 1200-1805Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","M","CHN","1200-1805","","","China National Radio 1","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5453; mode token: AM"
"9860000","9860","China National Radio 1 · 2023-2300Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","M","CHN","2023-2300","","","China National Radio 1","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5454; mode token: AM"
"9860000","9860","CNR1 Jammer/Firedrake · 1045-1215Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","M","FE","1045-1215","","","CNR1 Jammer/Firedrake","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5457; mode token: AM"
"9860000","9860","CRI DIGITAL · 0730-0800Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","M","Oc","0730-0800","","","CRI DIGITAL","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5455; mode token: AM"
"9860000","9860","CRI DIGITAL · 0830-0900Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","M","Oc","0830-0900","","","CRI DIGITAL","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5456; mode token: AM"
"9860000","9860","ARS RIY · 1200-1500Z","HFCC A26 – Broadcast","AM","8870","Broadcast","ARS","Ara","27,28,37N","1200-1500","1234567","290326-251026","ARS","HFCC A26 ALL 09-Jul-2026","https://github.com/sv1btl/PhantomSDR-Plus/blob/main/frequencylist/A26all00.TXT","Site RIY; 500 kW; azimuth 310; antenna 216; FMO ARS"
"9860000","9860","MBR NAU · 0500-0600Z","HFCC A26 – Broadcast","AM","9600","Broadcast","D","Mul","46,47","0500-0600","1234567","290326-241026","MBR","HFCC A26 ALL 09-Jul-2026","https://github.com/sv1btl/PhantomSDR-Plus/blob/main/frequencylist/A26all00.TXT","Site NAU; 125 kW; azimuth 185; antenna 216; FMO MBR; B.Niger"
"9860000","9860","MBR NAU · 1830-1915Z","HFCC A26 – Broadcast","AM","9600","Broadcast","D","Mul","39","1830-1915","1","290326-241026","MBR","HFCC A26 ALL 09-Jul-2026","https://github.com/sv1btl/PhantomSDR-Plus/blob/main/frequencylist/A26all00.TXT","Site NAU; 125 kW; azimuth 130; antenna 146; FMO MBR; X.B3"
"9860000","9860","CNR BEI · 1200-1805Z · digital","HFCC A26 – Digital broadcast","AM","5000","Digital broadcast","CHN","Zho","42W,43NW","1200-1805","1234567","290326-251026","CNR","HFCC A26 ALL 09-Jul-2026","https://github.com/sv1btl/PhantomSDR-Plus/blob/main/frequencylist/A26all00.TXT","Site BEI; 100 kW; azimuth 285; antenna 216; FMO RTC"
"9860000","9860","CNR BEI · 2025-2300Z · digital","HFCC A26 – Digital broadcast","AM","5000","Digital broadcast","CHN","Zho","42W,43NW","2025-2300","1234567","290326-251026","CNR","HFCC A26 ALL 09-Jul-2026","https://github.com/sv1btl/PhantomSDR-Plus/blob/main/frequencylist/A26all00.TXT","Site BEI; 100 kW; azimuth 285; antenna 216; FMO RTC"
"9860000","9860","CRI KUN · 0730-0800Z · digital","HFCC A26 – Digital broadcast","AM","5000","Digital broadcast","CHN","Chn","55,59,60","0730-0800","1234567","290326-251026","CRI","HFCC A26 ALL 09-Jul-2026","https://github.com/sv1btl/PhantomSDR-Plus/blob/main/frequencylist/A26all00.TXT","Site KUN; 150 kW; azimuth 135; antenna 218; FMO RTC"
"9860000","9860","CRI KUN · 0830-0900Z · digital","HFCC A26 – Digital broadcast","AM","5000","Digital broadcast","CHN","Chn","55,59,60","0830-0900","1234567","290326-251026","CRI","HFCC A26 ALL 09-Jul-2026","https://github.com/sv1btl/PhantomSDR-Plus/blob/main/frequencylist/A26all00.TXT","Site KUN; 150 kW; azimuth 135; antenna 218; FMO RTC"
"9864000","9864","Voice of Tibet · 1300-1306Z","EiBi A26 – BCAST","AM","9000","BCAST","CLA","TB","FE","1300-1306","","","Voice of Tibet","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5458; mode token: AM"
"9864000","9864","Voice of Tibet · 1335-1400Z","EiBi A26 – BCAST","AM","9000","BCAST","CLA","TB","FE","1335-1400","","","Voice of Tibet","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5459; mode token: AM"
"9865000","9865","China Radio Int. · 2000-2100Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","M","ME","2000-2100","","","China Radio Int.","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5460; mode token: AM"
"9865000","9865","China Radio Int. · 2300-2400Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","M","Eu","2300-2400","","","China Radio Int.","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5461; mode token: AM"
"9865000","9865","CRI KUN · 2000-2100Z · digital","HFCC A26 – Digital broadcast","AM","5000","Digital broadcast","CHN","Chn","38-40,47N,48N","2000-2100","1234567","290326-251026","CRI","HFCC A26 ALL 09-Jul-2026","https://github.com/sv1btl/PhantomSDR-Plus/blob/main/frequencylist/A26all00.TXT","Site KUN; 500 kW; azimuth 283; antenna 216; FMO RTC"
"9865000","9865","CRI URU · 2300-2400Z · digital","HFCC A26 – Digital broadcast","AM","5000","Digital broadcast","CHN","Chn","18,27-29","2300-2400","1234567","290326-251026","CRI","HFCC A26 ALL 09-Jul-2026","https://github.com/sv1btl/PhantomSDR-Plus/blob/main/frequencylist/A26all00.TXT","Site URU; 500 kW; azimuth 308; antenna 218; FMO RTC"
"9870000","9870","Jordan Address ALE Net · 0000-2400Z","EiBi A26 – ALE","USB","2700","ALE","JOR","","JOR","0000-2400","","","Jordan Address ALE Net","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5474; mode token: USB"
"9870000","9870","AIR Akashvani Ext.Sce · 0100-0130Z","EiBi A26 – BCAST","AM","9000","BCAST","IND","SD","PAK","0100-0130","","","AIR Akashvani Ext.Sce","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5467; mode token: AM"
"9870000","9870","AIR Akashvani Ext.Sce · 1230-1330Z","EiBi A26 – BCAST","AM","9000","BCAST","IND","BC","PAK","1230-1330","","","AIR Akashvani Ext.Sce","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5468; mode token: AM"
"9870000","9870","AIR Akashvani Ext.Sce · 1330-1500Z","EiBi A26 – BCAST","AM","9000","BCAST","IND","DR","AFG","1330-1500","","","AIR Akashvani Ext.Sce","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5469; mode token: AM"
"9870000","9870","AIR Akashvani Ext.Sce · 1400-1415Z","EiBi A26 – BCAST","AM","9000","BCAST","IND","E","AFG","1400-1415","","","AIR Akashvani Ext.Sce","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5470; mode token: AM"
"9870000","9870","China Radio Int. · 1300-1400Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","E","SEA","1300-1400","","","China Radio Int.","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5463; mode token: AM"
"9870000","9870","China Radio Int. · 1400-1500Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","E","SEA","1400-1500","","","China Radio Int.","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5464; mode token: AM"
"9870000","9870","China Radio Int. · 1500-1600Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","E","SEA","1500-1600","","","China Radio Int.","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5465; mode token: AM"
"9870000","9870","IRIB Voice of I.R.Iran · 1650-1820Z","EiBi A26 – BCAST","AM","9000","BCAST","IRN","TU","ME","1650-1820","","","IRIB Voice of I.R.Iran","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5471; mode token: AM"
"9870000","9870","IRIB Voice of I.R.Iran · 1820-1920Z","EiBi A26 – BCAST","AM","9000","BCAST","IRN","HA","WAf","1820-1920","","","IRIB Voice of I.R.Iran","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5472; mode token: AM"
"9870000","9870","KNLS New Life Station · 1100-1200Z","EiBi A26 – BCAST","AM","9000","BCAST","ALS","K","FE","1100-1200","","","KNLS New Life Station","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5462; mode token: AM"
"9870000","9870","Radio Cairo · 1500-1600Z","EiBi A26 – BCAST","AM","9000","BCAST","EGY","AL","Eu","1500-1600","","","Radio Cairo","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5466; mode token: AM"
"9870000","9870","Voice of Turkey · 0000-0200Z","EiBi A26 – BCAST","AM","9000","BCAST","TUR","S","SAm","0000-0200","","","Voice of Turkey","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 5473; mode token: AM"
"9870000","9870","AIR BGL · 0100-0130Z","HFCC A26 – Broadcast","AM","9700","Broadcast","IND","Sin","41NW","0100-0130","1234567","290326-251026","AIR","HFCC A26 ALL 09-Jul-2026","https://github.com/sv1btl/PhantomSDR-Plus/blob/main/frequencylist/A26all00.TXT","Site BGL; 250 kW; azimuth 325; antenna 216; FMO AIR"
"9870000","9870","AIR DEL · 1230-1330Z","HFCC A26 – Broadcast","AM","9700","Broadcast","IND","Bal","41NW","1230-1330","1234567","290326-251026","AIR","HFCC A26 ALL 09-Jul-2026","https://github.com/sv1btl/PhantomSDR-Plus/blob/main/frequencylist/A26all00.TXT","Site DEL; 100 kW; azimuth 282; antenna 101; FMO AIR"
"9870000","9870","ARS RIY · 1800-2300Z","HFCC A26 – Broadcast","AM","8870","Broadcast","ARS","Ara","27,28,37N","1800-2300","1234567","290326-251026","ARS","HFCC A26 ALL 09-Jul-2026","https://github.com/sv1btl/PhantomSDR-Plus/blob/main/frequencylist/A26all00.TXT","Site RIY; 500 kW; azimuth 310; antenna 216; FMO ARS"
"9870000","9870","ERU ABS · 1500-1600Z","HFCC A26 – Broadcast","AM","9870","Broadcast","EGY","Aae","28","1500-1600","1234567","290326-241026","ERU","HFCC A26 ALL 09-Jul-2026","https://github.com/sv1btl/PhantomSDR-Plus/blob/main/frequencylist/A26all00.TXT","Site ABS; 125 kW; azimuth 325; antenna 211; FMO ERU"
"9870000","9870","IRB SIR · 1650-1820Z","HFCC A26 – Broadcast","AM","9000","Broadcast","IRN","Tur","29S,39N","1650-1820","1234567","290326-241026","IRB","HFCC A26 ALL 09-Jul-2026","https://github.com/sv1btl/PhantomSDR-Plus/blob/main/frequencylist/A26all00.TXT","Site SIR; 500 kW; azimuth 310; antenna 211; FMO IRB; TURK-ES"
"9870000","9870","IRB SIR · 1820-1920Z","HFCC A26 – Broadcast","AM","9000","Broadcast","IRN","Hau","46,47","1820-1920","1234567","290326-241026","IRB","HFCC A26 ALL 09-Jul-2026","https://github.com/sv1btl/PhantomSDR-Plus/blob/main/frequencylist/A26all00.TXT","Site SIR; 500 kW; azimuth 257; antenna 218; FMO IRB; HAUSAA-"
"9870000","9870","KBS KIM · 2200-2300Z","HFCC A26 – Broadcast","AM","9000","Broadcast","KOR","Kor","43N,44N","2200-2300","1234567","290326-251026","KBS","HFCC A26 ALL 09-Jul-2026","https://github.com/sv1btl/PhantomSDR-Plus/blob/main/frequencylist/A26all00.TXT","Site KIM; 250 kW; azimuth 290; antenna 216; FMO KBS"
"9870000","9870","NLS NLS · 1100-1200Z","HFCC A26 – Broadcast","AM","8450","Broadcast","USA","Kor","33SE,44","1100-1200","1234567","290326-251026","NLS","HFCC A26 ALL 09-Jul-2026","https://github.com/sv1btl/PhantomSDR-Plus/blob/main/frequencylist/A26all00.TXT","Site NLS; 100 kW; azimuth 300; antenna 218; FMO FCC"
